task,system,basis,control,n_hidden,network_seed,converged,accuracy,hidden_unit,best_freq,best_R,best_phase,best_freq_cos,best_R_cos,concentration,null_p,null_mean,null_p95,pitch_height_r,random_r_p95
iran_dang3_nozaed15,Iranian-17,dft,none,8,1586062359,False,0.719,5,12,0.8808,3.1416,12,0.8808,0.4966,0.0035,0.6105,0.7542,0.0009,0.5039
iran_dang3_nozaed15,Iranian-17,dft,none,8,1586062359,False,0.719,6,5,0.7075,1.0474,12,0.5629,0.3338,0.10745,0.6059,0.7531,0.2666,0.4681
iran_dang3_nozaed15,Iranian-17,dft,none,8,1586062359,False,0.719,7,12,0.7264,-0.0,12,0.7264,0.3453,0.08346,0.6095,0.7503,0.0739,0.4701
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,1586062359,False,0.9091,0,12,0.8273,-0.0,12,0.8273,0.4397,0.006,0.6081,0.7515,0.1613,0.4761
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,1586062359,False,0.9091,1,2,0.8723,0.7829,2,0.6373,0.5273,0.0035,0.6094,0.7573,0.2447,0.553
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,1586062359,False,0.9091,2,2,0.7026,-2.8907,2,0.6831,0.3398,0.09795,0.6005,0.7384,0.1396,0.4665
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,1586062359,False,0.9091,3,7,0.677,-0.8309,12,0.6648,0.3024,0.14093,0.5988,0.7264,0.0951,0.4721
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,1586062359,False,0.9091,4,3,0.7007,1.6469,2,0.2917,0.3449,0.13543,0.6071,0.7532,0.0877,0.4526
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,1586062359,False,0.9091,5,7,0.7264,2.0009,7,0.309,0.3574,0.07396,0.6064,0.7458,0.2819,0.4707
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,1586062359,False,0.9091,6,7,0.6429,-2.8122,7,0.6081,0.2767,0.25887,0.6004,0.7305,0.2537,0.4955
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,1586062359,False,0.9091,7,3,0.9096,-2.9408,3,0.891,0.5776,0.0005,0.6049,0.7408,0.0629,0.4837
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,1586062359,False,0.7438,0,6,0.5693,-2.5643,6,0.5252,0.2416,0.63668,0.6024,0.7446,0.121,0.4046
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,1586062359,False,0.7438,1,5,0.4781,-0.0151,5,0.4781,0.1593,0.95002,0.5679,0.6754,0.2647,0.4736
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,1586062359,False,0.7438,2,8,0.6231,-0.2556,8,0.6003,0.2703,0.4028,0.6102,0.7487,0.1438,0.449
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,1586062359,False,0.7438,3,10,0.5228,-0.737,8,0.4888,0.1934,0.89105,0.6111,0.751,0.2867,0.5012
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,1586062359,False,0.7438,4,10,0.5322,0.9859,8,0.4326,0.1993,0.83208,0.6043,0.7404,0.104,0.5123
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,1586062359,False,0.7438,5,7,0.5567,-0.6909,7,0.4306,0.2172,0.68916,0.5978,0.7357,0.1893,0.4661
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,1586062359,False,0.7438,6,7,0.4511,-1.0969,12,0.3476,0.1373,0.9975,0.6028,0.7432,0.1729,0.5254
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,1586062359,False,0.7438,7,10,0.5622,-2.722,10,0.5186,0.2148,0.5957,0.5848,0.7024,0.2075,0.47
iran_dang3_nozaed15,Iranian-17,dft,none,8,434577461,False,0.8678,0,3,0.6108,1.1168,8,0.5024,0.2551,0.43828,0.6077,0.7547,0.0982,0.4373
iran_dang3_nozaed15,Iranian-17,dft,none,8,434577461,False,0.8678,1,7,0.8353,-0.4055,7,0.7682,0.4685,0.0035,0.6068,0.7492,0.0266,0.5154
iran_dang3_nozaed15,Iranian-17,dft,none,8,434577461,False,0.8678,2,12,0.8265,-0.0,12,0.8265,0.4416,0.001,0.5846,0.7024,0.0923,0.4512
iran_dang3_nozaed15,Iranian-17,dft,none,8,434577461,False,0.8678,3,9,0.7878,-3.1369,9,0.7878,0.4211,0.01749,0.6078,0.7438,0.1008,0.4497
iran_dang3_nozaed15,Iranian-17,dft,none,8,434577461,False,0.8678,4,3,0.8777,1.2491,10,0.35,0.5384,0.001,0.6055,0.7486,0.1388,0.4597
iran_dang3_nozaed15,Iranian-17,dft,none,8,434577461,False,0.8678,5,12,0.8518,3.1416,12,0.8518,0.4605,0.004,0.6085,0.7503,0.1367,0.5261
iran_dang3_nozaed15,Iranian-17,dft,none,8,434577461,False,0.8678,6,7,0.6229,2.7358,12,0.61,0.2734,0.35682,0.602,0.7382,0.1069,0.4706
iran_dang3_nozaed15,Iranian-17,dft,none,8,434577461,False,0.8678,7,7,0.7327,-2.1592,7,0.4019,0.3609,0.04748,0.5965,0.7279,0.0539,0.4663
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,434577461,False,0.9669,0,10,0.5056,0.77,10,0.3738,0.1738,0.93303,0.6051,0.7454,0.0639,0.4403
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,434577461,False,0.9669,1,7,0.7321,-0.4947,5,0.7014,0.3719,0.06447,0.6056,0.7453,0.1469,0.477
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,434577461,False,0.9669,2,6,0.6243,-1.4807,12,0.4709,0.2427,0.32284,0.5947,0.7239,0.0322,0.429
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,434577461,False,0.9669,3,7,0.6276,1.3749,12,0.4657,0.2698,0.37881,0.6098,0.756,0.2253,0.5016
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,434577461,False,0.9669,4,3,0.7598,2.5863,9,0.7148,0.4112,0.03498,0.6078,0.7414,0.0463,0.4747
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,434577461,False,0.9669,5,12,0.8141,-0.0,12,0.8141,0.4273,0.0095,0.6076,0.7485,0.209,0.4284
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,434577461,False,0.9669,6,12,0.8478,-0.0,12,0.8478,0.4563,0.003,0.6032,0.7449,0.1263,0.4795
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,434577461,False,0.9669,7,6,0.98,0.7374,6,0.8467,0.7882,0.0005,0.612,0.7609,0.0564,0.4654
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,434577461,False,0.8017,0,3,0.6806,1.3298,6,0.2739,0.3284,0.12894,0.595,0.7241,0.0408,0.4957
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,434577461,False,0.8017,1,11,0.6198,-3.0097,11,0.6144,0.2648,0.27786,0.5834,0.7038,0.159,0.4562
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,434577461,False,0.8017,2,2,0.6103,-0.1211,2,0.6064,0.2837,0.38131,0.5983,0.738,0.0527,0.4615
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,434577461,False,0.8017,3,2,0.6172,1.297,3,0.4463,0.2649,0.37081,0.6013,0.7373,0.0685,0.5004
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,434577461,False,0.8017,4,7,0.5935,0.297,7,0.5674,0.244,0.49075,0.603,0.7404,0.0112,0.5066
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,434577461,False,0.8017,5,5,0.4951,-2.9813,5,0.4887,0.1726,0.93653,0.597,0.7271,0.0151,0.4422
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,434577461,False,0.8017,6,8,0.6288,-1.4959,9,0.5771,0.2766,0.31784,0.5982,0.7186,0.1866,0.5016
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,434577461,False,0.8017,7,8,0.5629,-0.0721,8,0.5612,0.2199,0.68916,0.6057,0.7384,0.0293,0.4907
iran_dang3_nozaed15,Iranian-17,dft,none,8,1807480408,False,0.8678,0,3,0.8941,-1.757,10,0.2993,0.5633,0.0005,0.601,0.7319,0.1369,0.4966
iran_dang3_nozaed15,Iranian-17,dft,none,8,1807480408,False,0.8678,1,2,0.5917,2.1622,3,0.4723,0.2353,0.36982,0.5758,0.6871,0.1064,0.4645
iran_dang3_nozaed15,Iranian-17,dft,none,8,1807480408,False,0.8678,2,2,0.831,-2.9225,2,0.8134,0.5133,0.0035,0.5998,0.7356,0.236,0.4736
iran_dang3_nozaed15,Iranian-17,dft,none,8,1807480408,False,0.8678,3,7,0.8116,-1.0931,7,0.3795,0.4366,0.01499,0.6093,0.7566,0.1333,0.5032
iran_dang3_nozaed15,Iranian-17,dft,none,8,1807480408,False,0.8678,4,5,0.7235,2.781,5,0.6766,0.3566,0.04998,0.5941,0.7229,0.186,0.4895
iran_dang3_nozaed15,Iranian-17,dft,none,8,1807480408,False,0.8678,5,7,0.7266,0.937,5,0.5221,0.355,0.08296,0.6089,0.7551,0.1676,0.4561
iran_dang3_nozaed15,Iranian-17,dft,none,8,1807480408,False,0.8678,6,12,0.6904,-0.0,12,0.6904,0.3235,0.08296,0.5921,0.7115,0.0769,0.532
iran_dang3_nozaed15,Iranian-17,dft,none,8,1807480408,False,0.8678,7,12,0.9384,3.1416,12,0.9384,0.5451,0.0005,0.6072,0.7484,0.1283,0.4632
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,1807480408,False,0.8264,0,3,0.7371,-2.053,10,0.3708,0.3841,0.02599,0.5918,0.7148,0.0163,0.4485
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,1807480408,False,0.8264,1,7,0.7776,2.288,5,0.5223,0.4112,0.03098,0.6105,0.7513,0.1011,0.519
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,1807480408,False,0.8264,2,3,0.9403,3.1377,3,0.9403,0.618,0.0005,0.6026,0.7347,0.0783,0.4535
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,1807480408,False,0.8264,3,7,0.6751,0.9975,5,0.4883,0.3148,0.13693,0.5947,0.7227,0.1377,0.445
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,1807480408,False,0.8264,4,12,0.8645,3.1416,12,0.8645,0.4764,0.0015,0.6082,0.7484,0.1759,0.466
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,1807480408,False,0.8264,5,7,0.7943,-1.0362,12,0.75,0.4069,0.01049,0.6036,0.7412,0.0202,0.4652
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,1807480408,False,0.8264,6,12,0.7569,-0.0,12,0.7569,0.3782,0.0055,0.5835,0.6975,0.059,0.4788
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,1807480408,False,0.8264,7,9,0.8675,1.1641,6,0.391,0.5653,0.002,0.6058,0.747,0.0362,0.4731
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,1807480408,False,0.7603,0,6,0.6344,0.5928,6,0.5824,0.3121,0.29135,0.5982,0.7281,0.4161,0.5142
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,1807480408,False,0.7603,1,4,0.554,0.4439,4,0.4943,0.2177,0.73863,0.6061,0.7481,0.0612,0.4739
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,1807480408,False,0.7603,2,1,0.6692,-1.4082,11,0.3781,0.285,0.21089,0.6084,0.7511,0.4593,0.4813
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,1807480408,False,0.7603,3,1,0.5525,-2.2877,4,0.4227,0.2178,0.74113,0.6069,0.7419,0.3576,0.4915
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,1807480408,False,0.7603,4,6,0.6269,1.5213,3,0.5447,0.2459,0.33433,0.6006,0.7301,0.0699,0.4495
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,1807480408,False,0.7603,5,6,0.699,-3.0215,6,0.6969,0.3917,0.10545,0.6028,0.7347,0.187,0.4314
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,1807480408,False,0.7603,6,2,0.696,2.2626,2,0.4603,0.3364,0.11044,0.6018,0.7327,0.0207,0.4407
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,1807480408,False,0.7603,7,5,0.5375,-1.6131,6,0.4711,0.2119,0.7901,0.5961,0.722,0.1216,0.4481
iran_dang3_nozaed15,Iranian-17,dft,none,8,890151167,False,0.8017,0,11,0.6751,-1.2993,7,0.3786,0.3111,0.17591,0.605,0.7509,0.1834,0.456
iran_dang3_nozaed15,Iranian-17,dft,none,8,890151167,False,0.8017,1,3,0.9431,-2.9498,3,0.9255,0.6221,0.0005,0.608,0.7397,0.0425,0.4739
iran_dang3_nozaed15,Iranian-17,dft,none,8,890151167,False,0.8017,2,7,0.8433,1.9201,12,0.6469,0.4643,0.0025,0.6056,0.7402,0.0581,0.5067
iran_dang3_nozaed15,Iranian-17,dft,none,8,890151167,False,0.8017,3,7,0.5129,-2.9726,7,0.5056,0.1742,0.89405,0.6075,0.7432,0.4197,0.4868
iran_dang3_nozaed15,Iranian-17,dft,none,8,890151167,False,0.8017,4,5,0.935,3.0966,5,0.934,0.5863,0.0005,0.6094,0.7541,0.0712,0.5012
iran_dang3_nozaed15,Iranian-17,dft,none,8,890151167,False,0.8017,5,12,0.9424,-0.0,12,0.9424,0.5632,0.0005,0.6058,0.7407,0.1938,0.4699
iran_dang3_nozaed15,Iranian-17,dft,none,8,890151167,False,0.8017,6,2,0.6887,-1.2813,10,0.3658,0.3269,0.10695,0.5948,0.7275,0.4238,0.4626
iran_dang3_nozaed15,Iranian-17,dft,none,8,890151167,False,0.8017,7,3,0.9289,1.586,12,0.2088,0.6096,0.0005,0.6041,0.7325,0.1677,0.4807
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,890151167,False,0.8182,0,7,0.6213,-1.2164,12,0.487,0.2511,0.36332,0.6014,0.7378,0.0346,0.4308
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,890151167,False,0.8182,1,3,0.933,-3.0046,3,0.9241,0.6136,0.0005,0.6084,0.7471,0.1333,0.4787
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,890151167,False,0.8182,2,9,0.7028,3.0088,9,0.6966,0.3346,0.10545,0.6047,0.739,0.0155,0.444
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,890151167,False,0.8182,3,7,0.6619,-0.8202,7,0.4543,0.2981,0.21539,0.6043,0.7365,0.4224,0.4933
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,890151167,False,0.8182,4,6,0.9683,-0.6522,6,0.8695,0.7989,0.001,0.614,0.7693,0.2902,0.5274
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,890151167,False,0.8182,5,12,0.8457,-0.0,12,0.8457,0.4565,0.0025,0.6072,0.749,0.0053,0.4723
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,890151167,False,0.8182,6,12,0.8853,-0.0,12,0.8853,0.4986,0.0025,0.6151,0.7685,0.2341,0.4422
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,890151167,False,0.8182,7,3,0.7434,1.1997,9,0.3301,0.3894,0.05197,0.6074,0.7447,0.1252,0.5209
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,890151167,False,0.7769,0,10,0.7008,0.4186,10,0.6466,0.3521,0.09495,0.6012,0.7297,0.1768,0.4958
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,890151167,False,0.7769,1,6,0.6142,-2.2831,6,0.493,0.2781,0.30635,0.5874,0.7043,0.1742,0.4772
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,890151167,False,0.7769,2,5,0.5642,-0.3363,5,0.5324,0.2252,0.67416,0.6012,0.73,0.0655,0.4517
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,890151167,False,0.7769,3,10,0.6567,-0.6535,10,0.5331,0.3155,0.23738,0.6039,0.743,0.2239,0.4654
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,890151167,False,0.7769,4,1,0.5371,3.0009,1,0.5317,0.1931,0.81109,0.6039,0.7423,0.0594,0.5284
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,890151167,False,0.7769,5,8,0.5751,-1.4423,6,0.46,0.2508,0.6017,0.5992,0.7274,0.1155,0.5208
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,890151167,False,0.7769,6,3,0.6443,-2.4354,9,0.4991,0.279,0.28036,0.606,0.7516,0.2292,0.5066
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,890151167,False,0.7769,7,11,0.536,2.4133,11,0.4092,0.1935,0.82809,0.6105,0.755,0.021,0.4692
iran_dang3_nozaed15,Iranian-17,dft,none,8,1129099384,False,0.8678,0,7,0.6862,2.384,12,0.6797,0.3066,0.14243,0.6057,0.747,0.0542,0.4319
iran_dang3_nozaed15,Iranian-17,dft,none,8,1129099384,False,0.8678,1,12,0.8757,-0.0,12,0.8757,0.4877,0.0015,0.6037,0.741,0.1553,0.5135
iran_dang3_nozaed15,Iranian-17,dft,none,8,1129099384,False,0.8678,2,12,0.8939,-0.0,12,0.8939,0.5066,0.0005,0.5996,0.7296,0.1685,0.4763
iran_dang3_nozaed15,Iranian-17,dft,none,8,1129099384,False,0.8678,3,7,0.8074,-0.8342,7,0.5461,0.4412,0.01,0.6077,0.7557,0.2181,0.5105
iran_dang3_nozaed15,Iranian-17,dft,none,8,1129099384,False,0.8678,4,3,0.7167,-2.9137,3,0.6977,0.3642,0.06197,0.6011,0.7305,0.1039,0.443
iran_dang3_nozaed15,Iranian-17,dft,none,8,1129099384,False,0.8678,5,2,0.6585,-0.9661,10,0.4368,0.3098,0.1954,0.5968,0.7154,0.1531,0.5043
iran_dang3_nozaed15,Iranian-17,dft,none,8,1129099384,False,0.8678,6,4,0.7706,0.9254,4,0.445,0.4227,0.01399,0.5977,0.7217,0.069,0.5192
iran_dang3_nozaed15,Iranian-17,dft,none,8,1129099384,False,0.8678,7,5,0.7818,2.6923,5,0.7035,0.401,0.02599,0.6109,0.7522,0.0407,0.4961
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,1129099384,False,0.8595,0,12,0.93,-0.0,12,0.93,0.54,0.0005,0.6088,0.7521,0.1813,0.487
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,1129099384,False,0.8595,1,12,0.9217,-0.0,12,0.9217,0.5342,0.0005,0.6098,0.75,0.0197,0.517
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,1129099384,False,0.8595,2,9,0.6829,0.541,9,0.5906,0.3275,0.17741,0.609,0.7469,0.1909,0.5347
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,1129099384,False,0.8595,3,7,0.7105,-1.9063,9,0.3185,0.3391,0.11044,0.6076,0.7489,0.2926,0.5294
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,1129099384,False,0.8595,4,2,0.8307,-2.0357,9,0.3946,0.461,0.001,0.5982,0.7344,0.1164,0.5314
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,1129099384,False,0.8595,5,8,0.5805,-1.992,7,0.4563,0.2355,0.58521,0.6071,0.7562,0.0912,0.4776
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,1129099384,False,0.8595,6,7,0.7531,-0.538,7,0.6479,0.4008,0.03448,0.5989,0.7365,0.1977,0.4852
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,1129099384,False,0.8595,7,3,0.9047,-1.3426,3,0.2505,0.5681,0.0005,0.6023,0.7387,0.2524,0.4556
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,1129099384,False,0.7521,0,6,0.6021,-2.584,6,0.559,0.2736,0.38331,0.587,0.7057,0.2868,0.4725
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,1129099384,False,0.7521,1,9,0.4904,1.4585,1,0.3319,0.1687,0.95752,0.6004,0.7258,0.0239,0.4646
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,1129099384,False,0.7521,2,10,0.5094,0.5095,10,0.4511,0.1829,0.89455,0.5869,0.7099,0.1028,0.4753
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,1129099384,False,0.7521,3,9,0.7095,-1.7986,11,0.3114,0.3536,0.12194,0.6093,0.7558,0.0688,0.4857
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,1129099384,False,0.7521,4,8,0.6248,2.0287,10,0.335,0.271,0.38531,0.6122,0.7617,0.1354,0.4596
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,1129099384,False,0.7521,5,1,0.5764,1.463,4,0.4389,0.2356,0.6037,0.607,0.7553,0.39,0.4489
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,1129099384,False,0.7521,6,8,0.5194,-1.4118,10,0.4705,0.1875,0.86307,0.5913,0.7154,0.3053,0.4429
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,1129099384,False,0.7521,7,3,0.6487,2.6442,3,0.574,0.2916,0.24538,0.6015,0.7327,0.2547,0.4508
iran_dang3_nozaed15,Iranian-17,dft,none,8,1052136170,False,0.8595,0,7,0.7053,2.347,7,0.497,0.3329,0.08496,0.6013,0.7341,0.2341,0.4973
iran_dang3_nozaed15,Iranian-17,dft,none,8,1052136170,False,0.8595,1,12,0.9309,3.1416,12,0.9309,0.5428,0.0005,0.6057,0.7436,0.0032,0.4408
iran_dang3_nozaed15,Iranian-17,dft,none,8,1052136170,False,0.8595,2,12,0.8067,-0.0,12,0.8067,0.4196,0.01049,0.6019,0.7359,0.1462,0.4785
iran_dang3_nozaed15,Iranian-17,dft,none,8,1052136170,False,0.8595,3,7,0.7562,-1.967,6,0.469,0.4088,0.01799,0.5972,0.7232,0.0836,0.5094
iran_dang3_nozaed15,Iranian-17,dft,none,8,1052136170,False,0.8595,4,7,0.6879,2.9116,7,0.6699,0.3146,0.08196,0.5887,0.7053,0.087,0.4723
iran_dang3_nozaed15,Iranian-17,dft,none,8,1052136170,False,0.8595,5,10,0.5903,-3.1034,10,0.5899,0.2361,0.41329,0.5804,0.6858,0.2685,0.4664
iran_dang3_nozaed15,Iranian-17,dft,none,8,1052136170,False,0.8595,6,3,0.9255,0.2074,3,0.9053,0.6012,0.0005,0.6057,0.7437,0.0658,0.501
iran_dang3_nozaed15,Iranian-17,dft,none,8,1052136170,False,0.8595,7,3,0.9369,-1.5776,2,0.2376,0.6174,0.0005,0.6086,0.7469,0.252,0.4735
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,1052136170,False,0.8182,0,3,0.8295,2.9091,3,0.8078,0.4824,0.0055,0.6067,0.7421,0.0117,0.4861
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,1052136170,False,0.8182,1,12,0.8658,3.1416,12,0.8658,0.4743,0.0015,0.6027,0.7418,0.1046,0.5241
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,1052136170,False,0.8182,2,7,0.7423,-1.2726,12,0.496,0.3748,0.02699,0.5967,0.7211,0.0183,0.4695
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,1052136170,False,0.8182,3,9,0.9249,-1.805,9,0.2614,0.5972,0.0005,0.6063,0.7412,0.0727,0.5395
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,1052136170,False,0.8182,4,7,0.8322,2.2047,7,0.4978,0.4722,0.0055,0.6046,0.7415,0.1945,0.4509
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,1052136170,False,0.8182,5,12,0.8616,-0.0,12,0.8616,0.4696,0.0035,0.6129,0.7606,0.1794,0.5053
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,1052136170,False,0.8182,6,12,0.7332,-0.0,12,0.7332,0.3529,0.03298,0.5916,0.7173,0.1587,0.4691
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,1052136170,False,0.8182,7,3,0.5953,-2.53,3,0.4812,0.2359,0.49275,0.601,0.7286,0.1615,0.4934
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,1052136170,False,0.8017,0,11,0.5498,1.3246,8,0.4404,0.2008,0.72164,0.5936,0.7225,0.0561,0.4634
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,1052136170,False,0.8017,1,10,0.5635,2.923,10,0.5517,0.2226,0.67116,0.6032,0.7429,0.1333,0.4894
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,1052136170,False,0.8017,2,7,0.5903,-0.4332,7,0.5362,0.2409,0.49475,0.599,0.7305,0.2601,0.4858
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,1052136170,False,0.8017,3,8,0.6028,-1.6807,7,0.5225,0.2604,0.46627,0.6052,0.741,0.3793,0.5395
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,1052136170,False,0.8017,4,4,0.7065,1.6936,1,0.5311,0.3509,0.07846,0.5976,0.7283,0.3432,0.4853
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,1052136170,False,0.8017,5,2,0.5718,-2.9749,2,0.5648,0.2352,0.63018,0.6047,0.7492,0.0576,0.4985
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,1052136170,False,0.8017,6,7,0.5307,-2.2237,9,0.5135,0.1963,0.84758,0.6076,0.7459,0.2836,0.492
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,1052136170,False,0.8017,7,4,0.6821,-1.5949,1,0.5673,0.3364,0.11744,0.598,0.7264,0.0024,0.4652
iran_dang3_nozaed15,Iranian-17,dft,none,8,1134538815,False,0.843,0,12,0.9065,3.1416,12,0.9065,0.5183,0.001,0.6127,0.7593,0.191,0.5199
iran_dang3_nozaed15,Iranian-17,dft,none,8,1134538815,False,0.843,1,3,0.8636,0.139,3,0.8552,0.5148,0.001,0.6014,0.7277,0.0967,0.4474
iran_dang3_nozaed15,Iranian-17,dft,none,8,1134538815,False,0.843,2,5,0.7761,-0.732,5,0.5748,0.4,0.02299,0.6013,0.7408,0.0789,0.4796
iran_dang3_nozaed15,Iranian-17,dft,none,8,1134538815,False,0.843,3,12,0.9512,3.1416,12,0.9512,0.5668,0.001,0.6069,0.7486,0.1995,0.4698
iran_dang3_nozaed15,Iranian-17,dft,none,8,1134538815,False,0.843,4,3,0.8963,-1.7628,10,0.2883,0.5642,0.0005,0.6006,0.7319,0.1178,0.4942
iran_dang3_nozaed15,Iranian-17,dft,none,8,1134538815,False,0.843,5,9,0.8856,1.421,4,0.2653,0.5581,0.001,0.5977,0.7271,0.0927,0.5375
iran_dang3_nozaed15,Iranian-17,dft,none,8,1134538815,False,0.843,6,7,0.7568,2.4046,5,0.7186,0.3925,0.04148,0.607,0.7478,0.0012,0.5089
iran_dang3_nozaed15,Iranian-17,dft,none,8,1134538815,False,0.843,7,1,0.7204,-1.6695,10,0.4069,0.3618,0.05397,0.593,0.7252,0.3172,0.4704
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,1134538815,False,0.8182,0,9,0.8942,-0.5123,9,0.7736,0.5368,0.0015,0.6138,0.7671,0.3661,0.4797
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,1134538815,False,0.8182,1,1,0.595,0.4394,1,0.5413,0.2538,0.52974,0.6094,0.7481,0.3193,0.4907
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,1134538815,False,0.8182,2,12,0.8249,3.1416,12,0.8249,0.4367,0.007,0.6058,0.7479,0.1878,0.4698
